episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
83,0,0,2,0,-1,0,1,0
83,1,0,1,0,-1,0,0,0
83,2,0,0,3,-1,1,0,0
83,3,1,0,3,-1,2,0,0
83,4,2,0,3,-1,3,0,0
83,5,3,0,1,-1,3,1,0
83,6,3,1,3,-1,4,1,0
83,7,4,1,1,0,4,2,1
84,0,0,2,0,-1,0,1,0
84,1,0,1,0,-1,0,0,0
84,2,0,0,3,-1,1,0,0
84,3,1,0,3,-1,2,0,0
84,4,2,0,3,-1,3,0,0
84,5,3,0,1,-1,3,1,0
84,6,3,1,3,-1,4,1,0
84,7,4,1,1,0,4,2,1
85,0,0,2,0,-1,0,1,0
85,1,0,1,0,-1,0,0,0
85,2,0,0,3,-1,1,0,0
85,3,1,0,3,-1,2,0,0
85,4,2,0,3,-1,3,0,0
85,5,3,0,1,-1,3,1,0
85,6,3,1,3,-1,4,1,0
85,7,4,1,1,0,4,2,1
86,0,0,2,0,-1,0,1,0
86,1,0,1,0,-1,0,0,0
86,2,0,0,3,-1,1,0,0
86,3,1,0,3,-1,2,0,0
86,4,2,0,3,-1,3,0,0
86,5,3,0,1,-1,3,1,0
86,6,3,1,3,-1,4,1,0
86,7,4,1,1,0,4,2,1
87,0,0,2,0,-1,0,1,0
87,1,0,1,0,-1,0,0,0
87,2,0,0,3,-1,1,0,0
87,3,1,0,2,-1,0,0,0
87,4,0,0,3,-1,1,0,0
87,5,1,0,3,-1,2,0,0
87,6,2,0,3,-1,3,0,0
87,7,3,0,1,-1,3,1,0
87,8,3,1,3,-1,4,1,0
87,9,4,1,1,0,4,2,1
88,0,0,2,0,-1,0,1,0
88,1,0,1,0,-1,0,0,0
88,2,0,0,3,-1,1,0,0
88,3,1,0,3,-1,2,0,0
88,4,2,0,3,-1,3,0,0
88,5,3,0,1,-1,3,1,0
88,6,3,1,3,-1,4,1,0
88,7,4,1,1,0,4,2,1
89,0,0,2,0,-1,0,1,0
89,1,0,1,0,-1,0,0,0
89,2,0,0,3,-1,1,0,0
89,3,1,0,3,-1,2,0,0
89,4,2,0,3,-1,3,0,0
89,5,3,0,1,-1,3,1,0
89,6,3,1,3,-1,4,1,0
89,7,4,1,1,0,4,2,1
90,0,0,2,0,-1,0,1,0
90,1,0,1,0,-1,0,0,0
90,2,0,0,3,-1,1,0,0
90,3,1,0,3,-1,2,0,0
90,4,2,0,1,-1,2,0,0
90,5,2,0,3,-1,3,0,0
90,6,3,0,1,-1,3,1,0
90,7,3,1,3,-1,4,1,0
90,8,4,1,1,0,4,2,1
91,0,0,2,0,-1,0,1,0
91,1,0,1,0,-1,0,0,0
91,2,0,0,3,-1,1,0,0
91,3,1,0,3,-1,2,0,0
91,4,2,0,1,-1,2,0,0
91,5,2,0,3,-1,3,0,0
91,6,3,0,1,-1,3,1,0
91,7,3,1,3,-1,4,1,0
91,8,4,1,1,0,4,2,1
92,0,0,2,0,-1,0,1,0
92,1,0,1,0,-1,0,0,0
92,2,0,0,3,-1,1,0,0
92,3,1,0,3,-1,2,0,0
92,4,2,0,3,-1,3,0,0
92,5,3,0,1,-1,3,1,0
92,6,3,1,3,-1,4,1,0
92,7,4,1,1,0,4,2,1
93,0,0,2,0,-1,0,1,0
93,1,0,1,0,-1,0,0,0
93,2,0,0,3,-1,1,0,0
93,3,1,0,3,-1,2,0,0
93,4,2,0,3,-1,3,0,0
93,5,3,0,1,-1,3,1,0
93,6,3,1,3,-1,4,1,0
93,7,4,1,1,0,4,2,1
94,0,0,2,0,-1,0,1,0
94,1,0,1,0,-1,0,0,0
94,2,0,0,3,-1,1,0,0
94,3,1,0,3,-1,2,0,0
94,4,2,0,3,-1,3,0,0
94,5,3,0,1,-1,3,1,0
94,6,3,1,3,-1,4,1,0
94,7,4,1,1,0,4,2,1
95,0,0,2,0,-1,0,1,0
95,1,0,1,0,-1,0,0,0
95,2,0,0,3,-1,1,0,0
95,3,1,0,3,-1,2,0,0
95,4,2,0,3,-1,3,0,0
95,5,3,0,1,-1,3,1,0
95,6,3,1,3,-1,4,1,0
95,7,4,1,1,0,4,2,1
96,0,0,2,0,-1,0,1,0
96,1,0,1,0,-1,0,0,0
96,2,0,0,3,-1,1,0,0
96,3,1,0,3,-1,2,0,0
96,4,2,0,3,-1,3,0,0
96,5,3,0,1,-1,3,1,0
96,6,3,1,3,-1,4,1,0
96,7,4,1,1,0,4,2,1
97,0,0,2,0,-1,0,1,0
97,1,0,1,0,-1,0,0,0
97,2,0,0,3,-1,1,0,0
97,3,1,0,3,-1,2,0,0
97,4,2,0,2,-1,1,0,0
97,5,1,0,3,-1,2,0,0
97,6,2,0,3,-1,3,0,0
97,7,3,0,1,-1,3,1,0
97,8,3,1,3,-1,4,1,0
97,9,4,1,1,0,4,2,1
98,0,0,2,0,-1,0,1,0
98,1,0,1,0,-1,0,0,0
98,2,0,0,3,-1,1,0,0
98,3,1,0,3,-1,2,0,0
98,4,2,0,3,-1,3,0,0
98,5,3,0,1,-1,3,1,0
98,6,3,1,3,-1,4,1,0
98,7,4,1,1,0,4,2,1
99,0,0,2,0,-1,0,1,0
99,1,0,1,0,-1,0,0,0
99,2,0,0,3,-1,1,0,0
99,3,1,0,3,-1,2,0,0
99,4,2,0,3,-1,3,0,0
99,5,3,0,1,-1,3,1,0
99,6,3,1,3,-1,4,1,0
99,7,4,1,1,0,4,2,1
